[00:00:01.020] 男：键盘给我吧。
[03:48:00.045] 女：真不知道。
[03:48:10.919] 女：就直接睡觉吧。
[03:48:16.579] 女：对啊对。
[03:48:29.259] 女：过了今晚就把。
[03:48:32.239] 女：先抛在一边。
[03:49:29.859] 男：别倒了。
[03:49:42.059] 男：不是我真的怕你。
[03:51:18.239] 女：我去，我最开始。
[03:51:20.199] 女：现在有点。
[03:51:21.999] 女：就是听的那个纯音乐的。
[03:51:28.179] 女：然后也比较。
[03:51:30.999] 女：然后再。
[03:51:34.299] 女：然后。
[03:51:50.439] 女：因为我不会拿我们的安全开玩笑啊。
[03:52:04.419] 女：的目标是。
[03:52:12.919] 女：没有太大的压力吧，我觉得他补考还是基本上。
[03:52:33.139] 女：你都怪我。
[03:52:35.239] 女：如果。
[03:52:39.999] 女：尽力了，然后没有货的话。
[03:52:43.059] 女：明年我会跟你。
[03:52:46.359] 女：我已经下定。
[03:52:51.059] 男：至少。
[03:52:52.359] 女：以我自己的方式。
[03:52:55.719] 女：还剩下的这一个。
[03:52:57.939] 女：以后的事，以后再。
[03:53:05.799] 女：反正我也是那种。
[03:53:08.559] 女：不太在意你那个东。
[03:53:13.359] 女：只要知道。
[03:53:15.499] 女：知道你是个鬼。
[03:53:17.159] 女：然后马尾。
[03:53:19.719] 女：对我来。
[03:54:26.039] 男：看你的手。
[03:54:28.379] 女：笨蛋。
[03:54:35.159] 男：红包好。
[03:54:36.359] 女：要不了。
[03:54:58.579] 女：那我有没有那么大的。
[03:55:00.659] 女：努力啊。
[03:55:10.039] 女：我感觉这个好像是每个身处大男子主义家庭的。
[03:55:46.339] 女：你知道吗？
[03:55:48.459] 女：我弟就是我妈妈，我妈过生日。
[03:55:52.639] 女：他们两个吵架的事。
[03:55:59.719] 女：嗯，总之就是哎我爸觉得他不容易，我妈也觉得。
[03:56:03.999] 女：他们两个因为这个事情吵架了。
[03:56:06.459] 女：我爸觉得我。
[03:56:08.519] 女：我妈觉得我爸忽略了他心里的感受。
[03:56:11.599] 女：然后呢，那天晚上。
[03:56:13.999] 女：我让我弟。
[03:56:15.499] 女：还上高一，现在那天晚上给他请假回家给我妈过生日，吃蛋糕的。
[03:56:21.039] 女：然后他们两个在吹蜡烛，吹完蜡烛之后。
[03:56:24.679] 女：早起来我弟就直接。
[03:56:27.259] 女：有人在吗？
[03:56:28.639] 女：他说你们要吵架就不要让，就给我不要给我吵架回。
[03:56:33.859] 女：我请假回家就想好。
[03:56:35.659] 女：好好的一家人。
[03:56:37.399] 女：主要不是。
[03:56:39.979] 女：然后他就回房间说。
[03:56:42.299] 女：然后后面我爸就带着笑笑回去睡觉，然后我妈在课。
[03:56:48.099] 女：就是一直拿手机偷偷擦眼泪，然后我我不知道说什么，然后过了一会儿。
[03:56:53.779] 女：我妈心情挺不好了，她去给我。
[03:56:57.039] 女：把我这个。
[03:56:58.179] 女：都来过。
[03:57:02.239] 女：然后我妈看完，她又在。
[03:57:05.799] 女：拉链。
[03:57:08.579] 女：呃，总结一下，就是说我弟我弟对我爸那个。
[03:57:14.599] 女：不管到了。
[03:57:16.179] 女：他说就是我确实没想到，他直接在那那封信里面直言我爸的名字，他说我爸乐意跑。
[03:57:23.099] 女：仗着自己。
[03:57:24.379] 女：作为大家长，然后具有劳动力在外面挣。
[03:57:29.699] 女：大概。
[03:57:33.079] 女：对，我不是我妈。
[03:57:34.819] 女：妈妈在家。
[03:57:37.939] 女：我发现所有的封建大家长都都有这个特性，就是只强调自己的辅助和委屈。
[03:57:44.939] 女：而往往忽视另一半衣服的感受。
[03:57:48.139] 女：妻子合理的情感需求，在他们眼里就变成了不会过日子。
[03:57:53.039] 女：那种很浅薄的表现。
[03:57:54.989] 女：我对这一点特别不。
[03:57:57.359] 女：我我很高兴，就是我有点难过，我就非常想我爸爸，因为我现在我也能体会到我爸的。
[03:58:04.579] 女：但是我也很高兴。
[03:58:07.139] 女：为我们。
[03:58:09.079] 女：考虑到我妈妈。
[03:58:12.919] 女：关于。
[03:58:15.479] 女：那一次之后，呃，看到我对。
[04:01:22.359] 男：你到宿舍吧。
[04:02:35.759] 男：明天早上吗？
[04:03:15.539] 男：有一点点。
[04:03:40.699] 女：包邮包便宜五块。
[04:03:47.399] 男：两点多。
[04:03:49.239] 男：现在他他他说我。
[04:03:52.059] 女：知不知道我多。
[04:04:40.619] 男：包邮到不。
[04:04:59.239] 男：你真的不要拒绝我。
[04:05:01.759] 男：至少不要再骗你过的人。
[04:05:05.979] 男：你答应我。
[04:05:10.679] 男：不是从那个。
[04:05:14.079] 男：哪怕说以后跟外面的。
[04:05:16.319] 男：你要你要保护好。
[04:05:21.999] 男：我是真的。
[04:05:27.239] 男：你要。
[04:05:28.239] 男：我在视频。
[04:05:30.039] 男：要不增加点法律？
[04:05:40.479] 男：这个世界上的坏人太多了。
[04:05:47.239] 女：嗯，只能说他们。
[04:05:50.459] 女：嗯，不配。
[04:05:53.839] 男：啊，天道好轮回，苍天绕过去。
[04:05:57.519] 男：早晚不给你。
[04:06:12.539] 男：可能是今天。
[04:06:26.399] 男：那我。
[04:06:29.179] 男：这是我今晚。
[04:06:30.999] 男：打了一个钻石，当做过渡性。
[04:06:35.019] 男：就是啊。
[04:06:37.499] 男：我们保持像以前那样的联系，然后。
[04:06:40.759] 男：因为动作就停留在。
[04:06:43.819] 男：牵手，摸摸，抱抱。
[04:06:47.119] 女：电话。
[04:06:48.139] 男：好吗？
[04:06:49.759] 男：好不好？
[04:06:56.239] 男：我回宿舍了，等一下阿姨。
[04:07:01.039] 男：顾客关系的是弄了吗？
[04:07:05.799] 男：到了那么多。
[04:07:08.779] 女：有一个奥特曼。
[04:07:10.239] 男：那个学工办那。
[04:07:15.239] 男：下次去帮你再问问。
[04:07:27.139] 男：再给你。
[04:07:29.019] 男：嗯，我感觉有点缩掉的意思，但是我还是要在。
[04:07:34.239] 男：真正的对对你喜欢的人，或者是为你着想的人。
[04:07:39.379] 男：绝对不是为了从你身上获取什么。
[04:07:43.519] 男：让他感到愉悦的。
[04:07:46.219] 男：我是真的为你道歉。
[04:07:48.379] 男：好吗？
[04:07:49.759] 男：三呢是考虑你的当下，还要为你的。
[04:07:53.319] 男：至少至少不能让你受到伤。
[04:08:16.779] 男：你等下星期你再告诉我。
[04:08:22.399] 男：那你就告诉我。
[04:08:30.639] 男：我会记得的啊。
[04:08:34.179] 男：那你下星期如果我想起来了，要告诉。
[04:08:39.619] 男：好不好？
[04:08:40.499] 女：嗯。
[04:08:55.339] 女：如何自信？
[04:09:04.259] 男：啊，酒混在酒和饮料混在一起很容易。
[04:09:09.459] 男：酒和饮料混在一起就很容易醉，你别成两种。
[04:09:21.039] 女：好，如果现在做好。
[04:09:25.499] 男：那他妈那个傻，那个屌毛那个树上。
[04:09:28.459] 男：那个时候就对你有那。
[04:09:32.079] 女：爸妈了。
[04:09:33.399] 女：你。
[04:09:42.839] 男：他妈的那个。
[04:09:44.459] 男：那你再查看一下。
[04:10:10.399] 女：没有和别人混，哥哥。
[04:10:19.419] 男：你答应我。
[04:10:29.659] 男：我操二十八了，快快快。
[04:10:35.899] 男：我还以为那个。
[04:10:45.619] 男：充电宝就先放在你那吧。
[04:10:52.599] 男：有什么东西忘记了吗？
[04:10:59.879] 女：走走走。
[04:11:38.999] 男：好吧。
[04:11:43.679] 女：你看别的。
[04:11:46.679] 女：可能我们还是像之前那样相处。
[04:11:50.439] 女：对面的痘痘堵不好吗？
[04:11:52.629] 女：拿走了。
[04:12:01.499] 男：嗯，你这样拽着我手。
[04:12:08.439] 男：到了八点。
[04:12:15.259] 女：嗯，可以可以疼疼疼可以喷。
[04:12:37.039] 女：我不定都有点贵。
[04:13:53.299] 女：不要你不要傻呀。
[04:13:58.239] 女：不要傻。
[04:14:01.119] 女：我好用。
[04:14:02.239] 女：痛死我。
[04:14:03.959] 女：你看你好讨厌啊，跟我说话没事的，孩子，我也讨厌。
[04:14:12.779] 女：你不要被好朋友表白。
[04:14:17.099] 女：那就不要呗。
[04:14:19.239] 女：他表白他了，你你管你了。
[04:14:24.959] 女：我很。
[04:14:26.099] 女：不要烦。
[04:14:30.439] 女：没事的，孩子。
[04:14:31.805] 女：这只是人生经历中的一。
[04:14:34.679] 女：只能怪姐她有个人魅力了。
[04:14:39.919] 女：我操你妈。
[04:14:43.039] 女：你们谁不好啊？
[04:14:45.919] 女：你觉得爱喜欢谁喜欢谁喜欢就就算那朋友，我感觉我现在被朋友表白这种事已经看淡了，你知道吗？
[04:14:54.899] 女：我觉得我因为因为我不需要调理了，我觉得让朋友调理一下吧。
[04:15:01.239] 女：调理一下哦，郭雨桐，你还没看出来，你去你去你去跟你朋友说，兄弟，你自己调理一下吧。
[04:15:08.879] 女：哎。
[04:15:10.459] 女：兄弟，你自己你自己调理一下吧。
[04:15:13.380] 女：对啊，我就就是得让女朋友自己调理一下。
[04:15:17.201] 女：你说的对，你说的对。
[04:15:19.399] 女：你说的对。
[04:15:21.819] 女：我操，我不打死脱不掉脱不掉。
[04:15:26.079] 女：难道我又不是你有什么需要调理的吗？
[04:15:29.306] 女：这是他自己的事。
[04:15:38.919] 女：我不知道啊。
[04:15:41.139] 女：我想睡了。
[04:15:43.339] 女：我想。
[04:15:44.639] 女：我操，这个世界是怎么了？
[04:15:46.581] 女：为什么我的这还在吃泡面？
[04:15:48.859] 女：在经历这么重大的一刻的时候，为什么我的室友在吃泡面？
[04:15:52.679] 女：为什么为什么今天还没出还没回来看我给他给他给他养的。
[04:15:58.639] 女：非常多了，他哎。
[04:16:07.139] 女：没事，朋友看。
[04:16:09.839] 女：让女朋友滚蛋吗？
[04:16:11.190] 女：就明明很有个人魅力，你不要啊。
[04:16:42.939] 女：一层跟雨桐说啥，你拿了吗？
[04:16:45.783] 女：记号笔。
[04:16:47.639] 女：那我放回去，我发现我跟你有一模一样的颜色。
[04:16:57.439] 女：哎呀，好烦，那谁是遗传？
[04:16:59.677] 女：你他妈是遗传吧。
[04:17:03.039] 女：你是曾经是曾经的一生。
[04:17:07.239] 女：好好好，你不说我的话。
[04:17:12.359] 女：不要。
[04:17:22.679] 女：啊，我突然。
[04:17:24.419] 女：没有啊，就想到我大学三年都将一直是四川。
[04:17:47.839] 女：谢谢。
[04:17:52.539] 女：不行。
[04:17:58.079] 女：你不许烦我呀。
[04:18:00.639] 女：我明天补考，你今年不喜欢。
[04:18:06.439] 女：不，你妈靠，滚蛋。
[04:18:09.259] 女：爱隐蔽隐蔽吧，滚。
[04:18:16.639] 女：在哪儿啊？
[04:18:17.654] 女：哦拜拜。
[04:18:18.415] 女：哎，不行，我得上个厕所。
[04:18:21.739] 女：哎，我操你妈今天晚上来好多趟厕所，我操你妈。
[04:18:25.179] 女：我操这个世道是怎么了？
[04:18:27.019] 女：怎么人家把人家社会这么这么绝望。
[04:18:32.559] 女：结果这个社会没救了。
[04:18:36.679] 女：传统的人心，传统的社会，传统的世界。
[04:19:32.839] 女：操你妈还。
[04:19:34.019] 女：我等你们。
[04:19:38.039] 女：我觉得这不对。
[04:19:45.679] 女：哎，我看。
[04:19:46.719] 女：把人呢？
[04:19:52.439] 女：您你今天也不注意。
[04:19:55.779] 女：你们吃菠萝蜜不？
[04:20:00.939] 女：所以。
[04:20:05.859] 女：别管喝了酒。
[04:20:09.759] 女：可以的，就是这样的。
[04:20:14.079] 女：嗯，对对对，在在厕所磕头。
[04:20:22.739] 女：干啥呢？
[04:20:23.589] 女：叫个手机啊好吗？
[04:20:25.572] 女：没有在刷那个阅读。
[04:20:34.439] 女：朋友抱着我哭了一晚上。
[04:20:40.199] 女：没有。
[04:20:41.419] 女：对吧我不好我，他也不好我。
[04:20:45.639] 女：两个人都很不好呀，在那在那抱着马马虎，我操这个声音是怎么了？
[04:20:51.799] 女：我一个人喝了40度的江小白，喝了两瓶，一个人喝喝酒喝了三罐，我操在那干嘛？
[04:21:02.119] 女：你这个这个这个社会没救了。
[04:22:06.959] 女：闹钟。
[04:22:08.379] 女：嗯，嗯嗯。
[04:22:20.319] 女：你好。
[04:22:24.119] 女：我，好吗？
[04:22:35.619] 女：嗯，你给他。
[04:22:38.299] 女：嗯，不是。
[04:22:40.239] 女：嗯嗯。
[04:22:43.659] 女：大概到到到到欧了。
[04:22:53.159] 女：嗯，是我喝醉了。
[04:22:58.699] 女：嗯。
[04:23:05.019] 女：这什么？
[04:23:07.439] 女：嗯嗯。
[04:23:09.119] 女：我的酒店好看呀。
[04:23:12.939] 女：哎呀，你这不是有病吗？
[04:23:16.799] 女：好酷哦。
[04:23:19.639] 女：嗯。
[04:23:24.419] 女：你个小棉袄。
[04:23:27.999] 女：不能，他说老师非常非常难过。
[04:23:33.559] 女：因为。
[04:23:34.999] 女：他他一一直在一直在抱怨自己为什么出生在一个那么传统的家庭。
[04:23:42.059] 女：为什么为什么大妈说的学历没有那么高？
[04:23:46.819] 女：如果他如果他的资产也能像。
[04:23:50.319] 女：像你一样开放就好。
[04:23:53.199] 女：路。
[04:23:58.339] 女：嗯。
[04:24:09.519] 女：然后感觉我这个事情很难过，他他想要自己结束这个事情。
[04:24:18.899] 女：嗯，就是。
[04:24:20.639] 女：就就是接受如果有你在的话，他他也能够没有接近。
[04:24:28.239] 女：然后他就他就说很想陪着我，很想和我一起走下去。
[04:24:33.307] 女：就是为什么我们在大山上能建立，就是不得在一怎么建立？
[04:24:39.959] 女：然后他他就觉得我太坚强了，太善良了，对待人不好，为什么要看到呢？
[04:24:48.219] 女：没有能够得到惩罚。
[04:24:51.219] 女：因为他一直怪自己太软弱了，没有办法帮到我什么，明明我才是那个受害者，结果他自己受不了了。
[04:25:00.339] 女：你真的腿抖啊，干嘛？
[04:25:02.939] 女：然后他想说服他一直想说服自己，他他他想做的只是陪着我，然后让我更好一点，只是走过大学这段这段时间就够了。
[04:25:14.171] 女：但是但是他很难过，他真的很想和我一直一直在一起。
[04:25:22.499] 女：然后他就他就很很难受，为什么经历这些事情的人都是我呀？
[04:25:30.579] 女：然后他就说嗯。
[04:25:34.779] 女：他就说他想当公务员，然后。
[04:25:39.299] 女：但凡他能够更厉害一点的话，能往上爬。
[04:25:43.579] 女：然后能够能够能够哪怕为这件事情在。
[04:25:48.939] 女：多伸张一点的嗯。
[04:25:51.399] 女：去改变改变这个制度，这个体系的。
[04:25:59.179] 女：我不知道，虽然当时何尚也有跟我说过类似的事情吧，然后他就非常他首先他见到我，首先我是看见他现在回想小白那个40度的酒。
[04:26:10.519] 女：然后他就过来抱，就抱着我，然后然后要进行什么？
[04:26:15.979] 女：就是他他很对不起我，他他明明想不想让我，他最开始连话都说不清楚，所以大家也可以说他不想因为不想让我有负担，不想我难过，而是问了问了让我非常难过的问题，让我认为很痛苦，可是为这个事情一直在道歉。
[04:26:36.679] 女：然后他就说他就说他是为了自己的私欲，非常必须的去结果我提问的那个问题。
[04:26:46.359] 女：然后然后就是一直在提这个事情，就是希望希望当做我今天没有听到吧。
[04:26:52.548] 女：他他觉得这个问题问的是很不应该的，然后今天还跟我说了一个非常过分的玩笑，是伤害到了我都是很对不起。
[04:27:03.739] 女：然后他就感觉没有办法，就是他他自己接受到的教育什么的都是那么传统。
[04:27:09.745] 女：他如果能像你那样那么开放就好了也他就能够接受的，他是可以做出一些责任。
[04:27:20.979] 女：因为他在说服自己说大学大学的时间就够了，但是他还是没有买别墅。
[04:27:28.719] 女：然后他就开始恨自己太太规范。
[04:27:32.359] 女：就。
[04:27:34.999] 女：我为什么？
[04:27:35.863] 女：那么我就在跟他说，明明没有我也很需要你的帮助啊。
[04:27:43.019] 女：不行，不许这么说自己。
[04:27:52.639] 女：然后他他一边哭，一边在那哭，然后一边。
[04:27:57.439] 女：空姐一点很抱歉的是就哭的很难看，然后可能要到我的也不用说。
[04:28:03.539] 女：嗯，这类自卑。
[04:28:04.881] 女：然后我刚刚回到学校。
[04:28:07.859] 女：回到学校派出所。
[04:28:11.939] 女：背上红的。
[04:28:23.539] 女：他就说没有说他有的地方确实有点大家长主义。
[04:28:29.059] 女：就是也没有办法，就是因为受他家庭生活的影响，他就问我这个问题会不会有点严重，我说其实也还好。
[04:28:38.899] 女：就是他自己能够看到他家里面的一些事情的不不合理吧，但但是又又在那种地方他。
[04:28:47.459] 女：他一方面能够看到他爸爸的辛苦什么的，也要一方面又能看到他他弟弟对对家庭这种这种大男子主义的反抗的。
[04:28:56.736] 女：永远能看到他妈妈为为此的付出和受到的一些压迫。
[04:29:01.219] 女：就是就是这个问题，其实我也在心里就是挺迷茫的。
[04:29:10.139] 女：你知道吗？
[04:29:10.968] 女：就觉得很搞笑，他说他说为啥在家里面就是。
[04:29:14.839] 女：就是身边的环境只能给他这样这样的一种一种很传统的教育，然后让他的思想变得那么传统。
[04:29:22.419] 女：然后我就说，我操你要听个地狱笑话吗？
[04:29:25.429] 女：我就说到你说到你的事情。
[04:29:30.679] 女：是啊，他他他说为啥为啥为啥他爸妈接受到的教育都就是就是没有办法接受更高的教育，然后然后一定要就是用那个传统的那种思想去约束他。
[04:29:42.899] 女：然后就说到，我操你那你才C打了，他没爸爸。
[04:29:50.699] 女：我我不懂了。
[04:29:56.539] 女：这种玩笑还是挺有用的。
[04:29:59.239] 女：对吧？
[04:29:59.625] 女：就是就是他很痛苦啊，就是为什么家里面还有他亲戚给他的那种教育都是这样的，然后塑造了他这种观念，然后让他现在没有办法遇到遇到就是就是去处理现在遇到的问题。
[04:30:13.534] 女：然后说你说你爸，我的意思是你你说你家长给给你的教育不够，那你才CC为啥有有有足够的语音去思考这些东西呢？
[04:30:22.999] 女：因为他没爸了。
[04:30:31.639] 女：我我我就跟我不是跟他说我突然好想说一个地狱笑话，就在闵着嘴笑。
[04:30:37.265] 女：然然后然后当时一直在报嘛，然然后我就看着他正在正在哭哭的不是很样子那个那个脸我就说然后他嗯我说你要听吗？
[04:30:46.966] 女：说好，我就跟他说哦。
[04:30:54.359] 女：我都服了。
[04:30:57.799] 女：对，他说到他说到要他那个悲痛的事情，我在那笑，我操。
[04:31:03.359] 女：也是够神的，谢谢。
[04:31:09.439] 女：然后其实他真的蛮单纯的，他就跟我说他他他。
[04:31:14.119] 女：他他说他他他就是他发现喜欢我之后，我就就在看那种恋爱恋爱鸡汤嘛。
[04:31:21.342] 女：他就看到有个帖子说谈爱恋谈恋爱就像养花一样。
[04:31:27.659] 女：然后就是你你你你养的朵花，不是就是就是只是想让这朵花变得更好，哪怕你有时候过多呵护他的。
[04:31:36.159] 女：然后他说他想和我待在一起，这小妹想让我更好，然后哪怕做那些很微不足道的事情。
[04:31:42.478] 女：他真的怪他做的事情太微不足道了，没有办法帮我什么，反正我就在那里安抚他和肯定吧。
[04:31:49.299] 女：我真的很需要他他做的那件事情啊。
[04:31:53.299] 女：嗯。
[04:31:55.999] 女：你不就是跟他说，你不能够把你和你就是就那样子比较，没有不是说谁比谁更重要。
[04:32:03.047] 女：其实他自己意识到了，他他那么问是出于某种焦虑吧，但是也没有办法。
[04:32:09.199] 女：嗯，就是跟我说，就一直在跟我道歉，问了那么让让我那么痛苦和难堪的问题，希望我当做他没有问过吧。
[04:32:18.699] 女：这样子的。
[04:32:21.659] 女：哎，可怜的宝宝，他说他好久没哭过了。
[04:32:32.199] 女：扣了个厉害的呀，这车什么？
[04:32:34.748] 女：扣了个厉害的。
[04:32:36.799] 女：哭了，哭的很厉害的。
[04:32:39.759] 女：他都哭了1个小时。
[04:32:43.319] 女：就是自从我跟你说找不到他开始，然后然后然后我马上给他打电话，不是接不通嘛，然后后来没给你发消息就说明接通了。
[04:32:52.850] 女：然后我就看到他从阴影处走出来，又拿着一瓶江小白，他就跟我道歉说。
[04:32:58.579] 女：嗯，对不起，就是在在在不知道，就就瞒着你偷偷买了酒。
[04:33:04.159] 女：然后他以为喝一点点没有问题的，还能把我送回去，没想到就有点多了。
[04:33:09.674] 女：明明他平时能喝八两酒，但这次喝了不到两两，他就他就这样了。
[04:33:14.859] 女：然后他就说他特别害怕跟丢我。
[04:33:17.999] 女：然后怎么怎么样。
[04:33:20.399] 女：哎呀，这这家伙真的是。
[04:33:26.719] 女：得到的意思就是。
[04:33:29.299] 女：就是他的观念让他痛苦，然后他也知道这个是源于他所受到的教育和家庭的影响吧，然后他不希望这个事情影响到我。
[04:33:38.439] 女：也也因为也因为我我是我。
[04:33:45.259] 女：也也因为我是我，然后。
[04:33:48.399] 女：然后然后我秉持这样的观念，我才能成为我自己。
[04:33:52.305] 女：他不需要我为了他改变。
[04:33:54.258] 女：然后哪怕之后我我回心转意的我改变了我的想法，也是因为我吹自己我自己的意愿，而不是因为他想他对我的欲望。
[04:34:03.633] 女：然后想。
[04:34:04.359] 女：想对我去做一些什么事情，然后他想要去迎合我，然后才才做出这样的改变。
[04:34:11.119] 女：就是怎么说呢？
[04:34:12.439] 女：他他他接收到你的事情估计还是蛮冲击的，但是他他想让自己去。
[04:34:20.119] 女：我们。
[04:34:21.839] 女：嗯，不。
[04:34:27.059] 女：我边听边在那喝，可能一口就有点太太大口了，有点醉我一回宿舍我就抱抱了欧老师。
[04:34:37.239] 女：妈妈肯定对呀。
[04:34:40.439] 女：然后他说他说他想亲我，但是。
[04:34:44.479] 女：但是他觉得这样子的话，我们的关系就更加没有没有办法定性了，他也不想像那那两个坏人一样。
[04:34:52.859] 女：嗯，然后他他他他哪怕有这种欲望，他也只能克制住。
[04:34:59.479] 女：嗯，然后呢，我估计有点太醉了，他难道。
[04:35:03.679] 女：拿到车的时候我也说我想亲他，但然后他他就他就笑笑感慨说这是引用我之前的话说，哎，世俗的观念啊。
[04:35:14.299] 女：应该应该就是他嗯，我我都忘记了。
[04:35:17.563] 女：他跟我说恋爱观的时候，我我吐槽了一下，就他记得当时我说什么。
[04:35:24.179] 女：什么什么我我不认可小三的这种观念，就是因为因为小三也是在和和。
[04:35:32.339] 女：和对方有了情感连接，什么什么？
[04:35:36.879] 女：嗯。
[04:35:38.899] 女：然后然后然后他他才那么做的。
[04:35:41.985] 女：然后那我觉得小三他他他非常暴力的去去去去定性了怎么样？
[04:35:48.299] 女：然后还有一些就是就是类似的一些观点吧。
[04:35:51.877] 女：然后他当时就他当时只是单纯的觉得希望就是以为我在暗示他，不要跟他表白。
[04:35:58.579] 女：然后然后他也只是记下来了，没想到后面发生了，就是实际上是那么沉重的事情。
[04:36:08.519] 女：嗯。
[04:36:11.219] 女：那么里头呢？
[04:36:12.759] 女：嗯。
[04:36:17.659] 女：然后我就跟他说。
[04:36:20.479] 女：嗯，我就跟他说什么，我说我说哎我操你妈谁叫你喜欢我啊，你要是不喜欢我，你喜欢别的人都没有这种事情啊。
[04:36:29.131] 女：那我就跟他说我就跟他说就是对我来说，我跟你说我的想法就是你行为是可以的。
[04:36:35.669] 女：然后你哪怕喜欢上别的女生，那你放心，你更愿意跟他共度一辈子也是可以的。
[04:36:41.822] 女：他就很很慌，他就跟我说，哎，你现在别想这个，我现在想跟你跟你在一起。
[04:36:47.639] 女：他的意思就是他他就是非常懊悔，为什么为什么我们没有办法能在大一的时候去见面。
[04:36:54.347] 女：然后为什么一定要是现在这个时候，我经历了这么多事情。
[04:36:59.119] 女：那么那些经历的事情呢，偏偏是我，然后正义还得不到的是你说然后他现现在根本没有办法，没有任何能力能为我做任何事情。
[04:37:08.579] 女：嗯，他就为这个事情很很难受。
[04:37:13.979] 女：然后然后他就他的意思是真的很想和和和我和我一直一直在一起这样的。
[04:37:20.879] 女：那那能有什么办法呢？
[04:37:22.566] 女：我更能说人生就是这样子啊，没办法，事情都已经发生了。
[04:37:29.519] 女：嗯，然后反正后面他就给我重申一个观点，就是就是你先不要想今天晚上的事情好不好，你先准备明天的考试。
[04:37:38.296] 女：因为如果你考不完的话，考不好的话，那个岩壁真的很麻烦。
[04:37:42.978] 女：就是你要是认识就是你面试了，然后你你那个面试挺顺利的，结果人家说你为什么延毕，就这个很难处理。
[04:37:51.366] 女：他就说你你先不要想这些事情，然后明天明天再复习，就今天晚上还有明天认真复习好不好？
[04:37:58.778] 女：但我答应这个事情。
[04:38:07.239] 女：嗯。
[04:38:09.379] 女：周周。
[04:38:11.079] 女：宝宝们，这样先睡觉吧。
[04:38:13.819] 女：对啊，他叫我今天晚上先睡觉了，明天。
[04:38:23.519] 女：反正我我后面后面，因为他是为了行走，绕一下路嘛。
[04:38:28.359] 女：然后绕路的时候，我就能够相对平静的跟他说，就是我跟你说过的一些事情嘛，如果我需要他的一些帮助什么的。
[04:38:36.519] 女：然后他估计问的时候也是比较冲动，就是到时候问那问题也比较冲动。
[04:38:41.739] 女：然后后来他就跟我反觉得那个。
[04:38:44.359] 女：那个女的有点傻逼。
[04:38:46.439] 女：你。
[04:38:47.059] 女：嗯。
[04:38:49.519] 女：然后就让他自己去回去思考一下吧，那个时候到底谁能够帮助他呢？
[04:38:54.639] 女：他也挺无助的，他接受了我这么大量的信息，然后他。
[04:38:58.959] 女：他又他又没有办法跟别人说，就是他他觉得这个是因为我对他信任才说的，所以他没有办法跟同龄人求助。
[04:39:07.819] 女：然后他他也不知道应该去找谁去帮忙，老师还是什么心理医生啊，还有什么。
[04:39:16.999] 女：他就想到之前去跟他做做心理咨询的一个辅导员。
[04:39:21.745] 女：但是他又觉得在学校里面去找这个其实不是很可靠，然后会辜负我吧。
[04:39:30.259] 女：我那个啥。
[04:39:32.559] 女：就是就是他他对于我们之间的关系啊就是有一些问题，他觉得很困惑，不知道应该应该应该怎么去理解和认识。
[04:39:42.299] 女：因为他非常需要有一个人去陪他，去理解这一切。
[04:39:46.379] 女：然后他他就尝试去分类另外一个自己和自己对话。
[04:39:50.128] 女：他以前有尝试过做这种事情，但直到我跟他说了自己的事情之后，他才终于成功过。
[04:39:57.099] 女：然后就是就是有另外一个自己和自己对话这样子。
[04:40:01.119] 女：但是他可能听着听着听完最近的意思，他会感觉。
[04:40:05.719] 女：他他不确定自己什么时候能够成功，和自己对话吧，然后他就觉得需要一些外界的求助。
[04:40:14.379] 女：这样子吧。
[04:40:17.439] 女：嗯。
[04:40:22.099] 女：然后我们就在感慨，为什么人生会是会是这样子的？
[04:40:27.099] 女：为什么不不能那样？
[04:40:30.379] 女：然后就为什么他他说了好多次，为什么不能不能够像你一样开放？
[04:40:36.971] 女：为什么自己不能够接受更更加多元的先进的教育？
[04:40:42.499] 女：为什么为什么无论如何都没有办法说服自己，就只是陪陪大学。
[04:40:48.991] 女：接下来的时候就。
[04:40:51.159] 女：这样子。
[04:40:57.099] 女：嗯，我也不知道，这没有办法呀，很多事情都没办法呀。
[04:41:07.819] 女：都懂。
[04:41:09.679] 女：但是没有。
[04:41:14.159] 女：他就说，为什么，为什么为什么世上就没有能够两全其美的办法呢？
[04:41:23.479] 女：就是他他其实并不是不能接受，只是只是说。
[04:41:27.779] 女：他自己长期以来受到的一些教育啊什么的，影响太深了。
[04:41:37.899] 女：然后我就也我就我就就是就是在那种就是在那种状态之下。
[04:41:45.339] 女：我忽然就质问他能不能亲他脸啊，他他就说他就说难道你会不会借，你会不会难受？
[04:41:53.793] 女：说不会。
[04:41:54.739] 女：嗯，房子要是讲，然后我又回来就问他他觉得。
[04:42:00.699] 女：希望太像了，你这样子。
[04:42:05.159] 女：然后他估计也觉得。
[04:42:08.379] 女：就是。
[04:42:10.199] 女：应该他他内心中某一某某一方面其实也是觉得就自己没有，不应该去那么那么久远的去想一些婚恋啊什么的。
[04:42:20.693] 女：只是他受到的教育是这样子的，他他他他应该内心有一方面是也是想要只是只是这样陪着我，然后让我更好一点，然后去帮助他力所能及的一些事情。
[04:42:35.139] 女：这样子的。
[04:42:36.919] 女：嗯，就感觉好难过啊这种。
[04:42:45.179] 女：然后他就觉得为什么那为什么那些发承受那些事情呢偏偏得是我呢？
[04:42:50.730] 女：为什么我我一定要那么坚强呢？
